Year,StateTerritory,GeographicUnit,GeographicCode,GeographicAreaName,GeographicGroup,DemographicGroup,EstimatedResidentPopulation
2017-18,Qld,SA3,30903,Gold Coast - North,Major cities - lower SES,0-64,53360
2017-18,Qld,SA3,30903,Gold Coast - North,Major cities - lower SES,15-24,8137
2017-18,Qld,SA3,30903,Gold Coast - North,Major cities - lower SES,25-44,16997
2017-18,Qld,SA3,30903,Gold Coast - North,Major cities - lower SES,45-64,18203
2017-18,Qld,SA3,30903,Gold Coast - North,Major cities - lower SES,65+,15939
2017-18,Qld,SA3,30903,Gold Coast - North,Major cities - lower SES,All persons,69299
2017-18,Qld,SA3,30903,Gold Coast - North,Major cities - lower SES,Females,36213
2017-18,Qld,SA3,30903,Gold Coast - North,Major cities - lower SES,Males,33086
2017-18,Qld,SA3,30904,Gold Coast Hinterland,Inner regional,0-14,3513
2017-18,Qld,SA3,30904,Gold Coast Hinterland,Inner regional,0-24,5475
2017-18,Qld,SA3,30904,Gold Coast Hinterland,Inner regional,0-64,15743
2017-18,Qld,SA3,30904,Gold Coast Hinterland,Inner regional,15-24,1962
2017-18,Qld,SA3,30904,Gold Coast Hinterland,Inner regional,25-44,4100
2017-18,Qld,SA3,30904,Gold Coast Hinterland,Inner regional,45-64,6168
2017-18,Qld,SA3,30904,Gold Coast Hinterland,Inner regional,65+,3560
2017-18,Qld,SA3,30904,Gold Coast Hinterland,Inner regional,All persons,19303
2017-18,Qld,SA3,30904,Gold Coast Hinterland,Inner regional,Females,9779
2017-18,Qld,SA3,30904,Gold Coast Hinterland,Inner regional,Males,9524
2017-18,Qld,SA3,30905,Mudgeeraba - Tallebudgera,Major cities - medium SES,0-14,8165
2017-18,Qld,SA3,30905,Mudgeeraba - Tallebudgera,Major cities - medium SES,0-24,12537
2017-18,Qld,SA3,30905,Mudgeeraba - Tallebudgera,Major cities - medium SES,0-64,30603
2017-18,Qld,SA3,30905,Mudgeeraba - Tallebudgera,Major cities - medium SES,15-24,4372
2017-18,Qld,SA3,30905,Mudgeeraba - Tallebudgera,Major cities - medium SES,25-44,8647
2017-18,Qld,SA3,30905,Mudgeeraba - Tallebudgera,Major cities - medium SES,45-64,9419
2017-18,Qld,SA3,30905,Mudgeeraba - Tallebudgera,Major cities - medium SES,65+,4576
2017-18,Qld,SA3,30905,Mudgeeraba - Tallebudgera,Major cities - medium SES,All persons,35179
2017-18,Qld,SA3,30905,Mudgeeraba - Tallebudgera,Major cities - medium SES,Females,17997
2017-18,Qld,SA3,30905,Mudgeeraba - Tallebudgera,Major cities - medium SES,Males,17182
2017-18,Qld,SA3,30906,Nerang,Major cities - medium SES,0-14,14376
2017-18,Qld,SA3,30906,Nerang,Major cities - medium SES,0-24,23253
2017-18,Qld,SA3,30906,Nerang,Major cities - medium SES,0-64,59932
2017-18,Qld,SA3,30906,Nerang,Major cities - medium SES,15-24,8877
2017-18,Qld,SA3,30906,Nerang,Major cities - medium SES,25-44,18853
2017-18,Qld,SA3,30906,Nerang,Major cities - medium SES,45-64,17826
2017-18,Qld,SA3,30906,Nerang,Major cities - medium SES,65+,10249
2017-18,Qld,SA3,30906,Nerang,Major cities - medium SES,All persons,70181
2017-18,Qld,SA3,30906,Nerang,Major cities - medium SES,Females,35762
2017-18,Qld,SA3,30906,Nerang,Major cities - medium SES,Males,34419
2017-18,Qld,SA3,30907,Ormeau - Oxenford,Major cities - medium SES,0-14,32401
2017-18,Qld,SA3,30907,Ormeau - Oxenford,Major cities - medium SES,0-24,50250
2017-18,Qld,SA3,30907,Ormeau - Oxenford,Major cities - medium SES,0-64,118912
2017-18,Qld,SA3,30907,Ormeau - Oxenford,Major cities - medium SES,15-24,17849
2017-18,Qld,SA3,30907,Ormeau - Oxenford,Major cities - medium SES,25-44,39067
2017-18,Qld,SA3,30907,Ormeau - Oxenford,Major cities - medium SES,45-64,29595
2017-18,Qld,SA3,30907,Ormeau - Oxenford,Major cities - medium SES,65+,13820
2017-18,Qld,SA3,30907,Ormeau - Oxenford,Major cities - medium SES,All persons,132732
2017-18,Qld,SA3,30907,Ormeau - Oxenford,Major cities - medium SES,Females,67339
2017-18,Qld,SA3,30907,Ormeau - Oxenford,Major cities - medium SES,Males,65393
2017-18,Qld,SA3,30908,Robina,Major cities - medium SES,0-14,9232
2017-18,Qld,SA3,30908,Robina,Major cities - medium SES,0-24,17058
2017-18,Qld,SA3,30908,Robina,Major cities - medium SES,0-64,43833
2017-18,Qld,SA3,30908,Robina,Major cities - medium SES,15-24,7826
2017-18,Qld,SA3,30908,Robina,Major cities - medium SES,25-44,14370
2017-18,Qld,SA3,30908,Robina,Major cities - medium SES,45-64,12405
2017-18,Qld,SA3,30908,Robina,Major cities - medium SES,65+,8566
2017-18,Qld,SA3,30908,Robina,Major cities - medium SES,All persons,52399
2017-18,Qld,SA3,30908,Robina,Major cities - medium SES,Females,27393
2017-18,Qld,SA3,30908,Robina,Major cities - medium SES,Males,25006
2017-18,Qld,SA3,30909,Southport,Major cities - medium SES,0-14,9188
2017-18,Qld,SA3,30909,Southport,Major cities - medium SES,0-24,19777
2017-18,Qld,SA3,30909,Southport,Major cities - medium SES,0-64,51903
2017-18,Qld,SA3,30909,Southport,Major cities - medium SES,15-24,10589
2017-18,Qld,SA3,30909,Southport,Major cities - medium SES,25-44,17454
2017-18,Qld,SA3,30909,Southport,Major cities - medium SES,45-64,14672
2017-18,Qld,SA3,30909,Southport,Major cities - medium SES,65+,10296
2017-18,Qld,SA3,30909,Southport,Major cities - medium SES,All persons,62199
2017-18,Qld,SA3,30909,Southport,Major cities - medium SES,Females,31781
2017-18,Qld,SA3,30909,Southport,Major cities - medium SES,Males,30418
2017-18,Qld,SA3,30910,Surfers Paradise,Major cities - medium SES,0-14,5087
2017-18,Qld,SA3,30910,Surfers Paradise,Major cities - medium SES,0-24,11260
2017-18,Qld,SA3,30910,Surfers Paradise,Major cities - medium SES,0-64,35942
2017-18,Qld,SA3,30910,Surfers Paradise,Major cities - medium SES,15-24,6173
2017-18,Qld,SA3,30910,Surfers Paradise,Major cities - medium SES,25-44,13521
2017-18,Qld,SA3,30910,Surfers Paradise,Major cities - medium SES,45-64,11161
2017-18,Qld,SA3,30910,Surfers Paradise,Major cities - medium SES,65+,8193
2017-18,Qld,SA3,30910,Surfers Paradise,Major cities - medium SES,All persons,44135
2017-18,Qld,SA3,30910,Surfers Paradise,Major cities - medium SES,Females,22051
2017-18,Qld,SA3,30910,Surfers Paradise,Major cities - medium SES,Males,22084
2017-18,Qld,SA3,31001,Forest Lake - Oxley,Major cities - lower SES,0-14,16305
2017-18,Qld,SA3,31001,Forest Lake - Oxley,Major cities - lower SES,0-24,27358
2017-18,Qld,SA3,31001,Forest Lake - Oxley,Major cities - lower SES,0-64,68226
2017-18,Qld,SA3,31001,Forest Lake - Oxley,Major cities - lower SES,15-24,11053
2017-18,Qld,SA3,31001,Forest Lake - Oxley,Major cities - lower SES,25-44,23840
2017-18,Qld,SA3,31001,Forest Lake - Oxley,Major cities - lower SES,45-64,17028
2017-18,Qld,SA3,31001,Forest Lake - Oxley,Major cities - lower SES,65+,8401
2017-18,Qld,SA3,31001,Forest Lake - Oxley,Major cities - lower SES,All persons,76627
2017-18,Qld,SA3,31001,Forest Lake - Oxley,Major cities - lower SES,Females,37843
2017-18,Qld,SA3,31001,Forest Lake - Oxley,Major cities - lower SES,Males,38784
2017-18,Qld,SA3,31002,Ipswich Hinterland,Inner regional,0-14,12993
2017-18,Qld,SA3,31002,Ipswich Hinterland,Inner regional,0-24,20894
2017-18,Qld,SA3,31002,Ipswich Hinterland,Inner regional,0-64,53437
2017-18,Qld,SA3,31002,Ipswich Hinterland,Inner regional,15-24,7901
2017-18,Qld,SA3,31002,Ipswich Hinterland,Inner regional,25-44,14483
2017-18,Qld,SA3,31002,Ipswich Hinterland,Inner regional,45-64,18060
2017-18,Qld,SA3,31002,Ipswich Hinterland,Inner regional,65+,11699
2017-18,Qld,SA3,31002,Ipswich Hinterland,Inner regional,All persons,65136
2017-18,Qld,SA3,31002,Ipswich Hinterland,Inner regional,Females,32027
2017-18,Qld,SA3,31002,Ipswich Hinterland,Inner regional,Males,33109
2017-18,Qld,SA3,31003,Ipswich Inner,Major cities - lower SES,0-14,24256
2017-18,Qld,SA3,31003,Ipswich Inner,Major cities - lower SES,0-24,39355
2017-18,Qld,SA3,31003,Ipswich Inner,Major cities - lower SES,0-64,95487
2017-18,Qld,SA3,31003,Ipswich Inner,Major cities - lower SES,15-24,15099
2017-18,Qld,SA3,31003,Ipswich Inner,Major cities - lower SES,25-44,30211
2017-18,Qld,SA3,31003,Ipswich Inner,Major cities - lower SES,45-64,25921
2017-18,Qld,SA3,31003,Ipswich Inner,Major cities - lower SES,65+,14347
2017-18,Qld,SA3,31003,Ipswich Inner,Major cities - lower SES,All persons,109834
2017-18,Qld,SA3,31003,Ipswich Inner,Major cities - lower SES,Females,55565
2017-18,Qld,SA3,31003,Ipswich Inner,Major cities - lower SES,Males,54269
2017-18,Qld,SA3,31004,Springfield - Redbank,Major cities - lower SES,0-14,24270
2017-18,Qld,SA3,31004,Springfield - Redbank,Major cities - lower SES,0-24,37677
2017-18,Qld,SA3,31004,Springfield - Redbank,Major cities - lower SES,0-64,84877
2017-18,Qld,SA3,31004,Springfield - Redbank,Major cities - lower SES,15-24,13407
2017-18,Qld,SA3,31004,Springfield - Redbank,Major cities - lower SES,25-44,29345
2017-18,Qld,SA3,31004,Springfield - Redbank,Major cities - lower SES,45-64,17855
2017-18,Qld,SA3,31004,Springfield - Redbank,Major cities - lower SES,65+,6055
2017-18,Qld,SA3,31004,Springfield - Redbank,Major cities - lower SES,All persons,90932
2017-18,Qld,SA3,31004,Springfield - Redbank,Major cities - lower SES,Females,45577
2017-18,Qld,SA3,31004,Springfield - Redbank,Major cities - lower SES,Males,45355
2017-18,Qld,SA3,31101,Beaudesert,Inner regional,0-14,2968
2017-18,Qld,SA3,31101,Beaudesert,Inner regional,0-24,4657
2017-18,Qld,SA3,31101,Beaudesert,Inner regional,0-64,11713
2017-18,Qld,SA3,31101,Beaudesert,Inner regional,15-24,1689
2017-18,Qld,SA3,31101,Beaudesert,Inner regional,25-44,3189
2017-18,Qld,SA3,31101,Beaudesert,Inner regional,45-64,3867
2017-18,Qld,SA3,31101,Beaudesert,Inner regional,65+,2806
2017-18,Qld,SA3,31101,Beaudesert,Inner regional,All persons,14519
2017-18,Qld,SA3,31101,Beaudesert,Inner regional,Females,7336
2017-18,Qld,SA3,31101,Beaudesert,Inner regional,Males,7183
2017-18,Qld,SA3,31102,Beenleigh,Major cities - lower SES,0-14,9390
2017-18,Qld,SA3,31102,Beenleigh,Major cities - lower SES,0-24,15253
2017-18,Qld,SA3,31102,Beenleigh,Major cities - lower SES,0-64,36562
2017-18,Qld,SA3,31102,Beenleigh,Major cities - lower SES,15-24,5863
2017-18,Qld,SA3,31102,Beenleigh,Major cities - lower SES,25-44,11515
2017-18,Qld,SA3,31102,Beenleigh,Major cities - lower SES,45-64,9794
2017-18,Qld,SA3,31102,Beenleigh,Major cities - lower SES,65+,6485
2017-18,Qld,SA3,31102,Beenleigh,Major cities - lower SES,All persons,43047
2017-18,Qld,SA3,31102,Beenleigh,Major cities - lower SES,Females,21997
2017-18,Qld,SA3,31102,Beenleigh,Major cities - lower SES,Males,21050
2017-18,Qld,SA3,31103,Browns Plains,Major cities - lower SES,0-14,20325
2017-18,Qld,SA3,31103,Browns Plains,Major cities - lower SES,0-24,32995
2017-18,Qld,SA3,31103,Browns Plains,Major cities - lower SES,0-64,75886
2017-18,Qld,SA3,31103,Browns Plains,Major cities - lower SES,15-24,12670
2017-18,Qld,SA3,31103,Browns Plains,Major cities - lower SES,25-44,23533
2017-18,Qld,SA3,31103,Browns Plains,Major cities - lower SES,45-64,19358
2017-18,Qld,SA3,31103,Browns Plains,Major cities - lower SES,65+,8359
2017-18,Qld,SA3,31103,Browns Plains,Major cities - lower SES,All persons,84245
2017-18,Qld,SA3,31103,Browns Plains,Major cities - lower SES,Females,42435
2017-18,Qld,SA3,31103,Browns Plains,Major cities - lower SES,Males,41810
2017-18,Qld,SA3,31104,Jimboomba,Major cities - medium SES,0-14,12011
2017-18,Qld,SA3,31104,Jimboomba,Major cities - medium SES,0-24,19134
2017-18,Qld,SA3,31104,Jimboomba,Major cities - medium SES,0-64,45196
2017-18,Qld,SA3,31104,Jimboomba,Major cities - medium SES,15-24,7123
2017-18,Qld,SA3,31104,Jimboomba,Major cities - medium SES,25-44,13555
2017-18,Qld,SA3,31104,Jimboomba,Major cities - medium SES,45-64,12507
2017-18,Qld,SA3,31104,Jimboomba,Major cities - medium SES,65+,4564
2017-18,Qld,SA3,31104,Jimboomba,Major cities - medium SES,All persons,49760
2017-18,Qld,SA3,31104,Jimboomba,Major cities - medium SES,Females,24660
2017-18,Qld,SA3,31104,Jimboomba,Major cities - medium SES,Males,25100
2017-18,Qld,SA3,31105,Loganlea - Carbrook,Major cities - medium SES,0-14,13444
2017-18,Qld,SA3,31105,Loganlea - Carbrook,Major cities - medium SES,0-24,22210
2017-18,Qld,SA3,31105,Loganlea - Carbrook,Major cities - medium SES,0-64,54656
2017-18,Qld,SA3,31105,Loganlea - Carbrook,Major cities - medium SES,15-24,8766
2017-18,Qld,SA3,31105,Loganlea - Carbrook,Major cities - medium SES,25-44,17665
2017-18,Qld,SA3,31105,Loganlea - Carbrook,Major cities - medium SES,45-64,14781
2017-18,Qld,SA3,31105,Loganlea - Carbrook,Major cities - medium SES,65+,8475
2017-18,Qld,SA3,31105,Loganlea - Carbrook,Major cities - medium SES,All persons,63131
2017-18,Qld,SA3,31105,Loganlea - Carbrook,Major cities - medium SES,Females,32011
2017-18,Qld,SA3,31105,Loganlea - Carbrook,Major cities - medium SES,Males,31120
2017-18,Qld,SA3,31106,Springwood - Kingston,Major cities - lower SES,0-14,18121
2017-18,Qld,SA3,31106,Springwood - Kingston,Major cities - lower SES,0-24,29280
2017-18,Qld,SA3,31106,Springwood - Kingston,Major cities - lower SES,0-64,70184
2017-18,Qld,SA3,31106,Springwood - Kingston,Major cities - lower SES,15-24,11159
2017-18,Qld,SA3,31106,Springwood - Kingston,Major cities - lower SES,25-44,23081
2017-18,Qld,SA3,31106,Springwood - Kingston,Major cities - lower SES,45-64,17823
2017-18,Qld,SA3,31106,Springwood - Kingston,Major cities - lower SES,65+,10216
2017-18,Qld,SA3,31106,Springwood - Kingston,Major cities - lower SES,All persons,80400
2017-18,Qld,SA3,31106,Springwood - Kingston,Major cities - lower SES,Females,40167
2017-18,Qld,SA3,31106,Springwood - Kingston,Major cities - lower SES,Males,40233
2017-18,Qld,SA3,31201,Bowen Basin - North,Outer regional,0-14,7704
2017-18,Qld,SA3,31201,Bowen Basin - North,Outer regional,0-24,11211
2017-18,Qld,SA3,31201,Bowen Basin - North,Outer regional,0-64,30235
2017-18,Qld,SA3,31201,Bowen Basin - North,Outer regional,15-24,3507
2017-18,Qld,SA3,31201,Bowen Basin - North,Outer regional,25-44,10701
2017-18,Qld,SA3,31201,Bowen Basin - North,Outer regional,45-64,8323
2017-18,Qld,SA3,31201,Bowen Basin - North,Outer regional,65+,3537
2017-18,Qld,SA3,31201,Bowen Basin - North,Outer regional,All persons,33772
2017-18,Qld,SA3,31201,Bowen Basin - North,Outer regional,Females,15690
2017-18,Qld,SA3,31201,Bowen Basin - North,Outer regional,Males,18082
2017-18,Qld,SA3,31202,Mackay,Inner regional,0-14,24449
2017-18,Qld,SA3,31202,Mackay,Inner regional,0-24,38671
2017-18,Qld,SA3,31202,Mackay,Inner regional,0-64,101240
2017-18,Qld,SA3,31202,Mackay,Inner regional,15-24,14222
2017-18,Qld,SA3,31202,Mackay,Inner regional,25-44,31172
2017-18,Qld,SA3,31202,Mackay,Inner regional,45-64,31397
2017-18,Qld,SA3,31202,Mackay,Inner regional,65+,15378
2017-18,Qld,SA3,31202,Mackay,Inner regional,All persons,116618
2017-18,Qld,SA3,31202,Mackay,Inner regional,Females,57427
2017-18,Qld,SA3,31202,Mackay,Inner regional,Males,59191
2017-18,Qld,SA3,31203,Whitsunday,Outer regional,0-14,4018
2017-18,Qld,SA3,31203,Whitsunday,Outer regional,0-24,6669
2017-18,Qld,SA3,31203,Whitsunday,Outer regional,0-64,19503
2017-18,Qld,SA3,31203,Whitsunday,Outer regional,15-24,2651
2017-18,Qld,SA3,31203,Whitsunday,Outer regional,25-44,6972
2017-18,Qld,SA3,31203,Whitsunday,Outer regional,45-64,5862
2017-18,Qld,SA3,31203,Whitsunday,Outer regional,65+,2694
2017-18,Qld,SA3,31203,Whitsunday,Outer regional,All persons,22197
2017-18,Qld,SA3,31203,Whitsunday,Outer regional,Females,10705
2017-18,Qld,SA3,31203,Whitsunday,Outer regional,Males,11492
2017-18,Qld,SA3,31301,Bribie - Beachmere,Inner regional,0-14,4706
2017-18,Qld,SA3,31301,Bribie - Beachmere,Inner regional,0-24,7588
2017-18,Qld,SA3,31301,Bribie - Beachmere,Inner regional,0-64,22604
2017-18,Qld,SA3,31301,Bribie - Beachmere,Inner regional,15-24,2882
2017-18,Qld,SA3,31301,Bribie - Beachmere,Inner regional,25-44,5373
2017-18,Qld,SA3,31301,Bribie - Beachmere,Inner regional,45-64,9643
2017-18,Qld,SA3,31301,Bribie - Beachmere,Inner regional,65+,11905
2017-18,Qld,SA3,31301,Bribie - Beachmere,Inner regional,All persons,34509
2017-18,Qld,SA3,31301,Bribie - Beachmere,Inner regional,Females,17720
2017-18,Qld,SA3,31301,Bribie - Beachmere,Inner regional,Males,16789
2017-18,Qld,SA3,31302,Caboolture,Major cities - lower SES,0-14,16124
2017-18,Qld,SA3,31302,Caboolture,Major cities - lower SES,0-24,26280
2017-18,Qld,SA3,31302,Caboolture,Major cities - lower SES,0-64,61582
2017-18,Qld,SA3,31302,Caboolture,Major cities - lower SES,15-24,10156
2017-18,Qld,SA3,31302,Caboolture,Major cities - lower SES,25-44,19301
2017-18,Qld,SA3,31302,Caboolture,Major cities - lower SES,45-64,16001
2017-18,Qld,SA3,31302,Caboolture,Major cities - lower SES,65+,9658
2017-18,Qld,SA3,31302,Caboolture,Major cities - lower SES,All persons,71240
2017-18,Qld,SA3,31302,Caboolture,Major cities - lower SES,Females,36281
2017-18,Qld,SA3,31302,Caboolture,Major cities - lower SES,Males,34959
2017-18,Qld,SA3,31303,Caboolture Hinterland,Inner regional,0-14,2492
2017-18,Qld,SA3,31303,Caboolture Hinterland,Inner regional,0-24,4157
2017-18,Qld,SA3,31303,Caboolture Hinterland,Inner regional,0-64,11592
2017-18,Qld,SA3,31303,Caboolture Hinterland,Inner regional,15-24,1665
2017-18,Qld,SA3,31303,Caboolture Hinterland,Inner regional,25-44,3623
2017-18,Qld,SA3,31303,Caboolture Hinterland,Inner regional,45-64,3812
2017-18,Qld,SA3,31303,Caboolture Hinterland,Inner regional,65+,2472
2017-18,Qld,SA3,31303,Caboolture Hinterland,Inner regional,All persons,14064
2017-18,Qld,SA3,31303,Caboolture Hinterland,Inner regional,Females,6450
2017-18,Qld,SA3,31303,Caboolture Hinterland,Inner regional,Males,7614
2017-18,Qld,SA3,31304,Narangba - Burpengary,Major cities - medium SES,0-14,14409
2017-18,Qld,SA3,31304,Narangba - Burpengary,Major cities - medium SES,0-24,23729
2017-18,Qld,SA3,31304,Narangba - Burpengary,Major cities - medium SES,0-64,56638
2017-18,Qld,SA3,31304,Narangba - Burpengary,Major cities - medium SES,15-24,9320
2017-18,Qld,SA3,31304,Narangba - Burpengary,Major cities - medium SES,25-44,16425
2017-18,Qld,SA3,31304,Narangba - Burpengary,Major cities - medium SES,45-64,16484
2017-18,Qld,SA3,31304,Narangba - Burpengary,Major cities - medium SES,65+,8919
2017-18,Qld,SA3,31304,Narangba - Burpengary,Major cities - medium SES,All persons,65557
2017-18,Qld,SA3,31304,Narangba - Burpengary,Major cities - medium SES,Females,33156
2017-18,Qld,SA3,31304,Narangba - Burpengary,Major cities - medium SES,Males,32401
2017-18,Qld,SA3,31305,Redcliffe,Major cities - lower SES,0-14,10387
2017-18,Qld,SA3,31305,Redcliffe,Major cities - lower SES,0-24,17109
2017-18,Qld,SA3,31305,Redcliffe,Major cities - lower SES,0-64,48027
2017-18,Qld,SA3,31305,Redcliffe,Major cities - lower SES,15-24,6722
2017-18,Qld,SA3,31305,Redcliffe,Major cities - lower SES,25-44,13620
2017-18,Qld,SA3,31305,Redcliffe,Major cities - lower SES,45-64,17298
2017-18,Qld,SA3,31305,Redcliffe,Major cities - lower SES,65+,14045
2017-18,Qld,SA3,31305,Redcliffe,Major cities - lower SES,All persons,62072
2017-18,Qld,SA3,31305,Redcliffe,Major cities - lower SES,Females,32256
2017-18,Qld,SA3,31305,Redcliffe,Major cities - lower SES,Males,29816
2017-18,Qld,SA3,31401,The Hills District,Major cities - higher SES,0-14,20061
2017-18,Qld,SA3,31401,The Hills District,Major cities - higher SES,0-24,32011
2017-18,Qld,SA3,31401,The Hills District,Major cities - higher SES,0-64,79510
2017-18,Qld,SA3,31401,The Hills District,Major cities - higher SES,15-24,11950
2017-18,Qld,SA3,31401,The Hills District,Major cities - higher SES,25-44,23126
2017-18,Qld,SA3,31401,The Hills District,Major cities - higher SES,45-64,24373
2017-18,Qld,SA3,31401,The Hills District,Major cities - higher SES,65+,10857
2017-18,Qld,SA3,31401,The Hills District,Major cities - higher SES,All persons,90367
2017-18,Qld,SA3,31401,The Hills District,Major cities - higher SES,Females,45169
2017-18,Qld,SA3,31401,The Hills District,Major cities - higher SES,Males,45198
2017-18,Qld,SA3,31402,North Lakes,Major cities - medium SES,0-14,19498
2017-18,Qld,SA3,31402,North Lakes,Major cities - medium SES,0-24,30121
2017-18,Qld,SA3,31402,North Lakes,Major cities - medium SES,0-64,70963
2017-18,Qld,SA3,31402,North Lakes,Major cities - medium SES,15-24,10623
2017-18,Qld,SA3,31402,North Lakes,Major cities - medium SES,25-44,25205
2017-18,Qld,SA3,31402,North Lakes,Major cities - medium SES,45-64,15637
2017-18,Qld,SA3,31402,North Lakes,Major cities - medium SES,65+,7652
2017-18,Qld,SA3,31402,North Lakes,Major cities - medium SES,All persons,78615
2017-18,Qld,SA3,31402,North Lakes,Major cities - medium SES,Females,40075
2017-18,Qld,SA3,31402,North Lakes,Major cities - medium SES,Males,38540
2017-18,Qld,SA3,31403,Strathpine,Major cities - medium SES,0-14,8245
2017-18,Qld,SA3,31403,Strathpine,Major cities - medium SES,0-24,13288
2017-18,Qld,SA3,31403,Strathpine,Major cities - medium SES,0-64,33783
2017-18,Qld,SA3,31403,Strathpine,Major cities - medium SES,15-24,5043
2017-18,Qld,SA3,31403,Strathpine,Major cities - medium SES,25-44,11176
2017-18,Qld,SA3,31403,Strathpine,Major cities - medium SES,45-64,9319
2017-18,Qld,SA3,31403,Strathpine,Major cities - medium SES,65+,5114
2017-18,Qld,SA3,31403,Strathpine,Major cities - medium SES,All persons,38897
2017-18,Qld,SA3,31403,Strathpine,Major cities - medium SES,Females,19615
2017-18,Qld,SA3,31403,Strathpine,Major cities - medium SES,Males,19282
2017-18,Qld,SA3,31501,Far North,Remote (incl. very remote),0-14,8792
2017-18,Qld,SA3,31501,Far North,Remote (incl. very remote),0-24,13532
2017-18,Qld,SA3,31501,Far North,Remote (incl. very remote),0-64,31157
2017-18,Qld,SA3,31501,Far North,Remote (incl. very remote),15-24,4740
2017-18,Qld,SA3,31501,Far North,Remote (incl. very remote),25-44,9491
2017-18,Qld,SA3,31501,Far North,Remote (incl. very remote),45-64,8134
2017-18,Qld,SA3,31501,Far North,Remote (incl. very remote),65+,2962
2017-18,Qld,SA3,31501,Far North,Remote (incl. very remote),All persons,34119
2017-18,Qld,SA3,31501,Far North,Remote (incl. very remote),Females,16055
2017-18,Qld,SA3,31501,Far North,Remote (incl. very remote),Males,18064
2017-18,Qld,SA3,31502,Outback - North,Remote (incl. very remote),0-14,7331
2017-18,Qld,SA3,31502,Outback - North,Remote (incl. very remote),0-24,11215
2017-18,Qld,SA3,31502,Outback - North,Remote (incl. very remote),0-64,27960
2017-18,Qld,SA3,31502,Outback - North,Remote (incl. very remote),15-24,3884
2017-18,Qld,SA3,31502,Outback - North,Remote (incl. very remote),25-44,9578
2017-18,Qld,SA3,31502,Outback - North,Remote (incl. very remote),45-64,7167
2017-18,Qld,SA3,31502,Outback - North,Remote (incl. very remote),65+,2534
2017-18,Qld,SA3,31502,Outback - North,Remote (incl. very remote),All persons,30494
2017-18,Qld,SA3,31502,Outback - North,Remote (incl. very remote),Females,14502
2017-18,Qld,SA3,31502,Outback - North,Remote (incl. very remote),Males,15992
2017-18,Qld,SA3,31503,Outback - South,Remote (incl. very remote),0-14,3485
2017-18,Qld,SA3,31503,Outback - South,Remote (incl. very remote),0-24,5356
2017-18,Qld,SA3,31503,Outback - South,Remote (incl. very remote),0-64,14655
2017-18,Qld,SA3,31503,Outback - South,Remote (incl. very remote),15-24,1871
2017-18,Qld,SA3,31503,Outback - South,Remote (incl. very remote),25-44,4251
2017-18,Qld,SA3,31503,Outback - South,Remote (incl. very remote),45-64,5048
2017-18,Qld,SA3,31503,Outback - South,Remote (incl. very remote),65+,2930
2017-18,Qld,SA3,31503,Outback - South,Remote (incl. very remote),All persons,17585
2017-18,Qld,SA3,31503,Outback - South,Remote (incl. very remote),Females,8745
2017-18,Qld,SA3,31503,Outback - South,Remote (incl. very remote),Males,8840
2017-18,Qld,SA3,31601,Buderim,Major cities - medium SES,0-14,11500
2017-18,Qld,SA3,31601,Buderim,Major cities - medium SES,0-24,19617
2017-18,Qld,SA3,31601,Buderim,Major cities - medium SES,0-64,47459
2017-18,Qld,SA3,31601,Buderim,Major cities - medium SES,15-24,8117
2017-18,Qld,SA3,31601,Buderim,Major cities - medium SES,25-44,13650
2017-18,Qld,SA3,31601,Buderim,Major cities - medium SES,45-64,14192
2017-18,Qld,SA3,31601,Buderim,Major cities - medium SES,65+,10444
2017-18,Qld,SA3,31601,Buderim,Major cities - medium SES,All persons,57903
2017-18,Qld,SA3,31601,Buderim,Major cities - medium SES,Females,30511
2017-18,Qld,SA3,31601,Buderim,Major cities - medium SES,Males,27392
2017-18,Qld,SA3,31602,Caloundra,Major cities - medium SES,0-14,15668
2017-18,Qld,SA3,31602,Caloundra,Major cities - medium SES,0-24,25204
2017-18,Qld,SA3,31602,Caloundra,Major cities - medium SES,0-64,66386
2017-18,Qld,SA3,31602,Caloundra,Major cities - medium SES,15-24,9536
2017-18,Qld,SA3,31602,Caloundra,Major cities - medium SES,25-44,19446
2017-18,Qld,SA3,31602,Caloundra,Major cities - medium SES,45-64,21736
2017-18,Qld,SA3,31602,Caloundra,Major cities - medium SES,65+,19010
2017-18,Qld,SA3,31602,Caloundra,Major cities - medium SES,All persons,85396
2017-18,Qld,SA3,31602,Caloundra,Major cities - medium SES,Females,44164
2017-18,Qld,SA3,31602,Caloundra,Major cities - medium SES,Males,41232
2017-18,Qld,SA3,31603,Maroochy,Major cities - medium SES,0-14,8912
2017-18,Qld,SA3,31603,Maroochy,Major cities - medium SES,0-24,15678
2017-18,Qld,SA3,31603,Maroochy,Major cities - medium SES,0-64,47653
2017-18,Qld,SA3,31603,Maroochy,Major cities - medium SES,15-24,6766
2017-18,Qld,SA3,31603,Maroochy,Major cities - medium SES,25-44,15328
2017-18,Qld,SA3,31603,Maroochy,Major cities - medium SES,45-64,16647
2017-18,Qld,SA3,31603,Maroochy,Major cities - medium SES,65+,11944
2017-18,Qld,SA3,31603,Maroochy,Major cities - medium SES,All persons,59597
2017-18,Qld,SA3,31603,Maroochy,Major cities - medium SES,Females,30627
2017-18,Qld,SA3,31603,Maroochy,Major cities - medium SES,Males,28970
