Year,StateTerritory,GeographicUnit,GeographicCode,GeographicAreaName,GeographicGroup,DemographicGroup,EstimatedResidentPopulation
2013-14,NAT,NAT,001NAT,National,National,0-14,4377926
2013-14,NAT,NAT,001NAT,National,National,0-24,7489910
2013-14,NAT,NAT,001NAT,National,National,0-64,19797751
2013-14,NAT,NAT,001NAT,National,National,15-24,3111984
2013-14,NAT,NAT,001NAT,National,National,25-44,6596790
2013-14,NAT,NAT,001NAT,National,National,45-64,5711051
2013-14,NAT,NAT,001NAT,National,National,65+,3330378
2013-14,NAT,NAT,001NAT,National,National,All persons,23128129
2013-14,NAT,NAT,001NAT,National,National,Females,11621964
2013-14,NAT,NAT,001NAT,National,National,Males,11506165
2013-14,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,0-14,624448
2013-14,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,0-24,1146688
2013-14,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,0-64,3224807
2013-14,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,15-24,522240
2013-14,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,25-44,1200477
2013-14,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,45-64,877642
2013-14,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,65+,481389
2013-14,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,All persons,3706196
2013-14,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,Females,1875543
2013-14,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,Males,1830653
2013-14,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,0-14,1432837
2013-14,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,0-24,2491328
2013-14,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,0-64,6671060
2013-14,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,15-24,1058491
2013-14,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,25-44,2315598
2013-14,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,45-64,1864134
2013-14,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,65+,1076689
2013-14,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,All persons,7747749
2013-14,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,Females,3919077
2013-14,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,Males,3828672
2013-14,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,0-14,1025325
2013-14,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,0-24,1748187
2013-14,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,0-64,4426467
2013-14,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,15-24,722862
2013-14,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,25-44,1472445
2013-14,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,45-64,1205835
2013-14,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,65+,678886
2013-14,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,All persons,5105353
2013-14,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,Females,2561419
2013-14,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,Males,2543934
2013-14,,SA3,004-04,Inner regional,Inner regional,0-14,823378
2013-14,,SA3,004-04,Inner regional,Inner regional,0-24,1342986
2013-14,,SA3,004-04,Inner regional,Inner regional,0-64,3484095
2013-14,,SA3,004-04,Inner regional,Inner regional,15-24,519608
2013-14,,SA3,004-04,Inner regional,Inner regional,25-44,991892
2013-14,,SA3,004-04,Inner regional,Inner regional,45-64,1149217
2013-14,,SA3,004-04,Inner regional,Inner regional,65+,756739
2013-14,,SA3,004-04,Inner regional,Inner regional,All persons,4240834
2013-14,,SA3,004-04,Inner regional,Inner regional,Females,2130976
2013-14,,SA3,004-04,Inner regional,Inner regional,Males,2109858
2013-14,,SA3,004-05,Outer regional,Outer regional,0-14,349228
2013-14,,SA3,004-05,Outer regional,Outer regional,0-24,565155
2013-14,,SA3,004-05,Outer regional,Outer regional,0-64,1486170
2013-14,,SA3,004-05,Outer regional,Outer regional,15-24,215927
2013-14,,SA3,004-05,Outer regional,Outer regional,25-44,443451
2013-14,,SA3,004-05,Outer regional,Outer regional,45-64,477564
2013-14,,SA3,004-05,Outer regional,Outer regional,65+,283328
2013-14,,SA3,004-05,Outer regional,Outer regional,All persons,1769498
2013-14,,SA3,004-05,Outer regional,Outer regional,Females,873855
2013-14,,SA3,004-05,Outer regional,Outer regional,Males,895643
2013-14,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),0-14,122706
2013-14,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),0-24,195560
2013-14,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),0-64,505139
2013-14,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),15-24,72854
2013-14,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),25-44,172921
2013-14,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),45-64,136658
2013-14,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),65+,53344
2013-14,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),All persons,558483
2013-14,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),Females,261085
2013-14,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),Males,297398
2013-14,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,0-14,11586
2013-14,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,0-24,18807
2013-14,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,0-64,50936
2013-14,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,15-24,7221
2013-14,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,25-44,16350
2013-14,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,45-64,15779
2013-14,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,65+,6249
2013-14,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,All persons,57185
2013-14,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,Females,28340
2013-14,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,Males,28845
2013-14,NSW,SA3,10103,Snowy Mountains,Outer regional,0-14,3557
2013-14,NSW,SA3,10103,Snowy Mountains,Outer regional,0-24,6022
2013-14,NSW,SA3,10103,Snowy Mountains,Outer regional,0-64,16239
2013-14,NSW,SA3,10103,Snowy Mountains,Outer regional,15-24,2465
2013-14,NSW,SA3,10103,Snowy Mountains,Outer regional,25-44,4659
2013-14,NSW,SA3,10103,Snowy Mountains,Outer regional,45-64,5558
2013-14,NSW,SA3,10103,Snowy Mountains,Outer regional,65+,3393
2013-14,NSW,SA3,10103,Snowy Mountains,Outer regional,All persons,19632
2013-14,NSW,SA3,10103,Snowy Mountains,Outer regional,Females,9454
2013-14,NSW,SA3,10103,Snowy Mountains,Outer regional,Males,10178
2013-14,NSW,SA3,10104,South Coast,Outer regional,0-14,11562
2013-14,NSW,SA3,10104,South Coast,Outer regional,0-24,18334
2013-14,NSW,SA3,10104,South Coast,Outer regional,0-64,53030
2013-14,NSW,SA3,10104,South Coast,Outer regional,15-24,6772
2013-14,NSW,SA3,10104,South Coast,Outer regional,25-44,12393
2013-14,NSW,SA3,10104,South Coast,Outer regional,45-64,22303
2013-14,NSW,SA3,10104,South Coast,Outer regional,65+,17841
2013-14,NSW,SA3,10104,South Coast,Outer regional,All persons,70871
2013-14,NSW,SA3,10104,South Coast,Outer regional,Females,35820
2013-14,NSW,SA3,10104,South Coast,Outer regional,Males,35051
2013-14,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,0-14,6447
2013-14,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,0-24,10699
2013-14,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,0-64,28464
2013-14,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,15-24,4252
2013-14,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,25-44,8213
2013-14,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,45-64,9552
2013-14,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,65+,6555
2013-14,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,All persons,35019
2013-14,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,Females,17214
2013-14,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,Males,17805
2013-14,NSW,SA3,10106,Young - Yass,Inner regional,0-14,7662
2013-14,NSW,SA3,10106,Young - Yass,Inner regional,0-24,11612
2013-14,NSW,SA3,10106,Young - Yass,Inner regional,0-64,29815
2013-14,NSW,SA3,10106,Young - Yass,Inner regional,15-24,3950
2013-14,NSW,SA3,10106,Young - Yass,Inner regional,25-44,8253
2013-14,NSW,SA3,10106,Young - Yass,Inner regional,45-64,9950
2013-14,NSW,SA3,10106,Young - Yass,Inner regional,65+,6286
2013-14,NSW,SA3,10106,Young - Yass,Inner regional,All persons,36101
2013-14,NSW,SA3,10106,Young - Yass,Inner regional,Females,18204
2013-14,NSW,SA3,10106,Young - Yass,Inner regional,Males,17897
2013-14,NSW,SA3,10201,Gosford,Major cities - medium SES,0-14,31297
2013-14,NSW,SA3,10201,Gosford,Major cities - medium SES,0-24,52083
2013-14,NSW,SA3,10201,Gosford,Major cities - medium SES,0-64,137100
2013-14,NSW,SA3,10201,Gosford,Major cities - medium SES,15-24,20786
2013-14,NSW,SA3,10201,Gosford,Major cities - medium SES,25-44,40076
2013-14,NSW,SA3,10201,Gosford,Major cities - medium SES,45-64,44941
2013-14,NSW,SA3,10201,Gosford,Major cities - medium SES,65+,33695
2013-14,NSW,SA3,10201,Gosford,Major cities - medium SES,All persons,170795
2013-14,NSW,SA3,10201,Gosford,Major cities - medium SES,Females,87590
2013-14,NSW,SA3,10201,Gosford,Major cities - medium SES,Males,83205
2013-14,NSW,SA3,10202,Wyong,Major cities - lower SES,0-14,31018
2013-14,NSW,SA3,10202,Wyong,Major cities - lower SES,0-24,50963
2013-14,NSW,SA3,10202,Wyong,Major cities - lower SES,0-64,126841
2013-14,NSW,SA3,10202,Wyong,Major cities - lower SES,15-24,19945
2013-14,NSW,SA3,10202,Wyong,Major cities - lower SES,25-44,37249
2013-14,NSW,SA3,10202,Wyong,Major cities - lower SES,45-64,38629
2013-14,NSW,SA3,10202,Wyong,Major cities - lower SES,65+,30109
2013-14,NSW,SA3,10202,Wyong,Major cities - lower SES,All persons,156950
2013-14,NSW,SA3,10202,Wyong,Major cities - lower SES,Females,80507
2013-14,NSW,SA3,10202,Wyong,Major cities - lower SES,Males,76443
2013-14,NSW,SA3,10301,Bathurst,Inner regional,0-14,9346
2013-14,NSW,SA3,10301,Bathurst,Inner regional,0-24,16443
2013-14,NSW,SA3,10301,Bathurst,Inner regional,0-64,39069
2013-14,NSW,SA3,10301,Bathurst,Inner regional,15-24,7097
2013-14,NSW,SA3,10301,Bathurst,Inner regional,25-44,11307
2013-14,NSW,SA3,10301,Bathurst,Inner regional,45-64,11319
2013-14,NSW,SA3,10301,Bathurst,Inner regional,65+,6952
2013-14,NSW,SA3,10301,Bathurst,Inner regional,All persons,46021
2013-14,NSW,SA3,10301,Bathurst,Inner regional,Females,22655
2013-14,NSW,SA3,10301,Bathurst,Inner regional,Males,23366
2013-14,NSW,SA3,10302,Lachlan Valley,Outer regional,0-14,11457
2013-14,NSW,SA3,10302,Lachlan Valley,Outer regional,0-24,17992
2013-14,NSW,SA3,10302,Lachlan Valley,Outer regional,0-64,44847
2013-14,NSW,SA3,10302,Lachlan Valley,Outer regional,15-24,6535
2013-14,NSW,SA3,10302,Lachlan Valley,Outer regional,25-44,11882
2013-14,NSW,SA3,10302,Lachlan Valley,Outer regional,45-64,14973
2013-14,NSW,SA3,10302,Lachlan Valley,Outer regional,65+,11674
2013-14,NSW,SA3,10302,Lachlan Valley,Outer regional,All persons,56521
2013-14,NSW,SA3,10302,Lachlan Valley,Outer regional,Females,28273
2013-14,NSW,SA3,10302,Lachlan Valley,Outer regional,Males,28248
2013-14,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,0-14,8868
2013-14,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,0-24,14193
2013-14,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,0-64,37495
2013-14,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,15-24,5325
2013-14,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,25-44,10614
2013-14,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,45-64,12688
2013-14,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,65+,8843
2013-14,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,All persons,46338
2013-14,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,Females,22746
2013-14,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,Males,23592
2013-14,NSW,SA3,10304,Orange,Inner regional,0-14,12612
2013-14,NSW,SA3,10304,Orange,Inner regional,0-24,20012
2013-14,NSW,SA3,10304,Orange,Inner regional,0-64,48509
2013-14,NSW,SA3,10304,Orange,Inner regional,15-24,7400
2013-14,NSW,SA3,10304,Orange,Inner regional,25-44,14405
2013-14,NSW,SA3,10304,Orange,Inner regional,45-64,14092
2013-14,NSW,SA3,10304,Orange,Inner regional,65+,8850
2013-14,NSW,SA3,10304,Orange,Inner regional,All persons,57359
2013-14,NSW,SA3,10304,Orange,Inner regional,Females,29000
2013-14,NSW,SA3,10304,Orange,Inner regional,Males,28359
2013-14,NSW,SA3,10401,Clarence Valley,Inner regional,0-14,9129
2013-14,NSW,SA3,10401,Clarence Valley,Inner regional,0-24,14634
2013-14,NSW,SA3,10401,Clarence Valley,Inner regional,0-64,39502
2013-14,NSW,SA3,10401,Clarence Valley,Inner regional,15-24,5505
2013-14,NSW,SA3,10401,Clarence Valley,Inner regional,25-44,9813
2013-14,NSW,SA3,10401,Clarence Valley,Inner regional,45-64,15055
2013-14,NSW,SA3,10401,Clarence Valley,Inner regional,65+,11521
2013-14,NSW,SA3,10401,Clarence Valley,Inner regional,All persons,51023
2013-14,NSW,SA3,10401,Clarence Valley,Inner regional,Females,25659
2013-14,NSW,SA3,10401,Clarence Valley,Inner regional,Males,25364
2013-14,NSW,SA3,10402,Coffs Harbour,Inner regional,0-14,16146
2013-14,NSW,SA3,10402,Coffs Harbour,Inner regional,0-24,26298
2013-14,NSW,SA3,10402,Coffs Harbour,Inner regional,0-64,69317
2013-14,NSW,SA3,10402,Coffs Harbour,Inner regional,15-24,10152
2013-14,NSW,SA3,10402,Coffs Harbour,Inner regional,25-44,18452
2013-14,NSW,SA3,10402,Coffs Harbour,Inner regional,45-64,24567
2013-14,NSW,SA3,10402,Coffs Harbour,Inner regional,65+,16329
2013-14,NSW,SA3,10402,Coffs Harbour,Inner regional,All persons,85646
2013-14,NSW,SA3,10402,Coffs Harbour,Inner regional,Females,43800
2013-14,NSW,SA3,10402,Coffs Harbour,Inner regional,Males,41846
2013-14,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),0-14,5689
2013-14,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),0-24,8722
2013-14,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),0-64,21804
2013-14,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),15-24,3033
2013-14,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),25-44,6244
2013-14,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),45-64,6838
2013-14,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),65+,4082
2013-14,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),All persons,25886
2013-14,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),Females,12542
2013-14,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),Males,13344
2013-14,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),0-14,3789
2013-14,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),0-24,6391
2013-14,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),0-64,17266
2013-14,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),15-24,2602
2013-14,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),25-44,4869
2013-14,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),45-64,6006
2013-14,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),65+,4244
2013-14,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),All persons,21510
2013-14,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),Females,10836
2013-14,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),Males,10674
2013-14,NSW,SA3,10503,Dubbo,Inner regional,0-14,14975
2013-14,NSW,SA3,10503,Dubbo,Inner regional,0-24,23960
2013-14,NSW,SA3,10503,Dubbo,Inner regional,0-64,58054
2013-14,NSW,SA3,10503,Dubbo,Inner regional,15-24,8985
2013-14,NSW,SA3,10503,Dubbo,Inner regional,25-44,16374
2013-14,NSW,SA3,10503,Dubbo,Inner regional,45-64,17720
2013-14,NSW,SA3,10503,Dubbo,Inner regional,65+,11884
2013-14,NSW,SA3,10503,Dubbo,Inner regional,All persons,69938
2013-14,NSW,SA3,10503,Dubbo,Inner regional,Females,35304
2013-14,NSW,SA3,10503,Dubbo,Inner regional,Males,34634
2013-14,NSW,SA3,10601,Lower Hunter,Inner regional,0-14,18166
2013-14,NSW,SA3,10601,Lower Hunter,Inner regional,0-24,29645
2013-14,NSW,SA3,10601,Lower Hunter,Inner regional,0-64,74535
2013-14,NSW,SA3,10601,Lower Hunter,Inner regional,15-24,11479
2013-14,NSW,SA3,10601,Lower Hunter,Inner regional,25-44,22430
2013-14,NSW,SA3,10601,Lower Hunter,Inner regional,45-64,22460
2013-14,NSW,SA3,10601,Lower Hunter,Inner regional,65+,12257
2013-14,NSW,SA3,10601,Lower Hunter,Inner regional,All persons,86792
2013-14,NSW,SA3,10601,Lower Hunter,Inner regional,Females,42959
2013-14,NSW,SA3,10601,Lower Hunter,Inner regional,Males,43833
2013-14,NSW,SA3,10602,Maitland,Major cities - lower SES,0-14,15428
2013-14,NSW,SA3,10602,Maitland,Major cities - lower SES,0-24,24911
2013-14,NSW,SA3,10602,Maitland,Major cities - lower SES,0-64,61268
2013-14,NSW,SA3,10602,Maitland,Major cities - lower SES,15-24,9483
2013-14,NSW,SA3,10602,Maitland,Major cities - lower SES,25-44,19397
2013-14,NSW,SA3,10602,Maitland,Major cities - lower SES,45-64,16960
2013-14,NSW,SA3,10602,Maitland,Major cities - lower SES,65+,9293
2013-14,NSW,SA3,10602,Maitland,Major cities - lower SES,All persons,70561
2013-14,NSW,SA3,10602,Maitland,Major cities - lower SES,Females,35818
2013-14,NSW,SA3,10602,Maitland,Major cities - lower SES,Males,34743
2013-14,NSW,SA3,10603,Port Stephens,Inner regional,0-14,13218
2013-14,NSW,SA3,10603,Port Stephens,Inner regional,0-24,21451
2013-14,NSW,SA3,10603,Port Stephens,Inner regional,0-64,56017
2013-14,NSW,SA3,10603,Port Stephens,Inner regional,15-24,8233
2013-14,NSW,SA3,10603,Port Stephens,Inner regional,25-44,15358
2013-14,NSW,SA3,10603,Port Stephens,Inner regional,45-64,19208
2013-14,NSW,SA3,10603,Port Stephens,Inner regional,65+,15223
2013-14,NSW,SA3,10603,Port Stephens,Inner regional,All persons,71240
2013-14,NSW,SA3,10603,Port Stephens,Inner regional,Females,35810
2013-14,NSW,SA3,10603,Port Stephens,Inner regional,Males,35430
2013-14,NSW,SA3,10604,Upper Hunter,Inner regional,0-14,6722
2013-14,NSW,SA3,10604,Upper Hunter,Inner regional,0-24,10584
2013-14,NSW,SA3,10604,Upper Hunter,Inner regional,0-64,26522
2013-14,NSW,SA3,10604,Upper Hunter,Inner regional,15-24,3862
2013-14,NSW,SA3,10604,Upper Hunter,Inner regional,25-44,8231
2013-14,NSW,SA3,10604,Upper Hunter,Inner regional,45-64,7707
2013-14,NSW,SA3,10604,Upper Hunter,Inner regional,65+,4407
2013-14,NSW,SA3,10604,Upper Hunter,Inner regional,All persons,30929
2013-14,NSW,SA3,10604,Upper Hunter,Inner regional,Females,15207
2013-14,NSW,SA3,10604,Upper Hunter,Inner regional,Males,15722
2013-14,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,0-14,14654
2013-14,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,0-24,24523
2013-14,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,0-64,62476
2013-14,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,15-24,9869
2013-14,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,25-44,18743
2013-14,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,45-64,19210
2013-14,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,65+,13484
2013-14,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,All persons,75960
2013-14,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,Females,38244
2013-14,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,Males,37716
2013-14,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,0-14,4
2013-14,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,0-24,5
2013-14,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,0-64,9
2013-14,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,15-24,1
2013-14,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,25-44,4
2013-14,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,45-64,0
2013-14,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,65+,1
2013-14,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,All persons,10
2013-14,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,Females,6
2013-14,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,Males,4
2013-14,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,0-14,17655
2013-14,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,0-24,29396
2013-14,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,0-64,74124
2013-14,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,15-24,11741
2013-14,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,25-44,21359
2013-14,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,45-64,23369
2013-14,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,65+,14759
2013-14,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,All persons,88883
2013-14,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,Females,45057
2013-14,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,Males,43826
2013-14,NSW,SA3,10704,Wollongong,Major cities - lower SES,0-14,22705
2013-14,NSW,SA3,10704,Wollongong,Major cities - lower SES,0-24,42422
2013-14,NSW,SA3,10704,Wollongong,Major cities - lower SES,0-64,108322
2013-14,NSW,SA3,10704,Wollongong,Major cities - lower SES,15-24,19717
2013-14,NSW,SA3,10704,Wollongong,Major cities - lower SES,25-44,34934
2013-14,NSW,SA3,10704,Wollongong,Major cities - lower SES,45-64,30966
2013-14,NSW,SA3,10704,Wollongong,Major cities - lower SES,65+,20444
2013-14,NSW,SA3,10704,Wollongong,Major cities - lower SES,All persons,128766
2013-14,NSW,SA3,10704,Wollongong,Major cities - lower SES,Females,64343
2013-14,NSW,SA3,10704,Wollongong,Major cities - lower SES,Males,64423
2013-14,NSW,SA3,10801,Great Lakes,Inner regional,0-14,4754
2013-14,NSW,SA3,10801,Great Lakes,Inner regional,0-24,7514
2013-14,NSW,SA3,10801,Great Lakes,Inner regional,0-64,21683
2013-14,NSW,SA3,10801,Great Lakes,Inner regional,15-24,2760
2013-14,NSW,SA3,10801,Great Lakes,Inner regional,25-44,5350
2013-14,NSW,SA3,10801,Great Lakes,Inner regional,45-64,8819
2013-14,NSW,SA3,10801,Great Lakes,Inner regional,65+,9560
2013-14,NSW,SA3,10801,Great Lakes,Inner regional,All persons,31243
2013-14,NSW,SA3,10801,Great Lakes,Inner regional,Females,15911
2013-14,NSW,SA3,10801,Great Lakes,Inner regional,Males,15332
2013-14,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,0-14,8944
2013-14,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,0-24,14071
2013-14,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,0-64,37716
2013-14,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,15-24,5127
2013-14,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,25-44,9062
2013-14,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,45-64,14583
2013-14,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,65+,11027
2013-14,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,All persons,48743
2013-14,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,Females,24377
2013-14,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,Males,24366
2013-14,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),0-14,53
2013-14,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),0-24,90
2013-14,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),0-64,326
2013-14,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),15-24,37
2013-14,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),25-44,108
2013-14,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),45-64,128
2013-14,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),65+,72
2013-14,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),All persons,398
2013-14,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),Females,204
2013-14,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),Males,194
2013-14,NSW,SA3,10804,Port Macquarie,Inner regional,0-14,13476
2013-14,NSW,SA3,10804,Port Macquarie,Inner regional,0-24,21399
2013-14,NSW,SA3,10804,Port Macquarie,Inner regional,0-64,57511
2013-14,NSW,SA3,10804,Port Macquarie,Inner regional,15-24,7923
2013-14,NSW,SA3,10804,Port Macquarie,Inner regional,25-44,15125
2013-14,NSW,SA3,10804,Port Macquarie,Inner regional,45-64,20987
2013-14,NSW,SA3,10804,Port Macquarie,Inner regional,65+,19556
2013-14,NSW,SA3,10804,Port Macquarie,Inner regional,All persons,77067
2013-14,NSW,SA3,10804,Port Macquarie,Inner regional,Females,39758
2013-14,NSW,SA3,10804,Port Macquarie,Inner regional,Males,37309
2013-14,NSW,SA3,10805,Taree - Gloucester,Inner regional,0-14,9590
2013-14,NSW,SA3,10805,Taree - Gloucester,Inner regional,0-24,15266
2013-14,NSW,SA3,10805,Taree - Gloucester,Inner regional,0-64,40908
2013-14,NSW,SA3,10805,Taree - Gloucester,Inner regional,15-24,5676
2013-14,NSW,SA3,10805,Taree - Gloucester,Inner regional,25-44,10003
2013-14,NSW,SA3,10805,Taree - Gloucester,Inner regional,45-64,15639
2013-14,NSW,SA3,10805,Taree - Gloucester,Inner regional,65+,12788
2013-14,NSW,SA3,10805,Taree - Gloucester,Inner regional,All persons,53696
2013-14,NSW,SA3,10805,Taree - Gloucester,Inner regional,Females,27304
2013-14,NSW,SA3,10805,Taree - Gloucester,Inner regional,Males,26392
2013-14,NSW,SA3,10901,Albury,Inner regional,0-14,11703
